id,ast,blk,dreb,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,ft_pct,fta,ftm,game,min,oreb,pf,player,pts,reb,stl,team,turnover
9853831,4,4,8,0.0,3,0,50.0,24,12,90.0,20,18,"{'id': 473856, 'date': '2021-12-19T00:00:00.000Z', 'home_team_id': 23, 'home_team_score': 117, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 19, 'visitor_team_score': 107}",33:10,6,5,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",42,14,0,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",3
10296597,4,5,15,14.3,7,1,32.0,25,8,72.7,11,8,"{'id': 474251, 'date': '2022-02-11T00:00:00.000Z', 'home_team_id': 23, 'home_team_score': 100, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 21, 'visitor_team_score': 87}",34:37,4,1,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",25,19,1,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",4
10624929,4,2,11,50.0,4,2,46.7,15,7,84.6,13,11,"{'id': 474343, 'date': '2022-03-02T00:00:00.000Z', 'home_team_id': 23, 'home_team_score': 123, 'period': 2, 'postseason': False, 'season': 2021, 'status': '2nd Qtr', 'time': '4:58', 'visitor_team_id': 20, 'visitor_team_score': 108}",34:45,1,2,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",27,12,1,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",4
9694648,2,3,11,25.0,4,1,73.9,23,17,88.2,17,15,"{'id': 474081, 'date': '2022-01-19T00:00:00.000Z', 'home_team_id': 23, 'home_team_score': 123, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 22, 'visitor_team_score': 110}",27:02,1,3,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",50,12,1,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",2
9750459,6,1,8,100.0,3,3,60.0,25,15,70.0,10,7,"{'id': 474095, 'date': '2022-01-21T00:00:00.000Z', 'home_team_id': 23, 'home_team_score': 101, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 13, 'visitor_team_score': 102}",36:32,5,4,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",40,13,0,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",5
11155197,3,3,6,0.0,1,0,57.9,19,11,66.7,12,8,"{'id': 474499, 'date': '2022-03-23T00:00:00.000Z', 'home_team_id': 14, 'home_team_score': 121, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 23, 'visitor_team_score': 126}",34:18,4,4,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",30,10,3,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",2
11320233,7,0,13,60.0,5,3,52.4,21,11,66.7,6,4,"{'id': 474540, 'date': '2022-03-29T00:00:00.000Z', 'home_team_id': 23, 'home_team_score': 116, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 17, 'visitor_team_score': 118}",38:35,1,2,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",29,14,1,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",4
11421417,6,0,12,33.3,3,1,75.0,16,12,66.7,6,4,"{'id': 474572, 'date': '2022-04-02T00:00:00.000Z', 'home_team_id': 23, 'home_team_score': 144, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 4, 'visitor_team_score': 114}",31:21,2,2,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",29,14,0,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",4
8968938,5,4,10,20.0,5,1,51.9,27,14,85.7,14,12,"{'id': 473871, 'date': '2021-12-20T00:00:00.000Z', 'home_team_id': 2, 'home_team_score': 103, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 23, 'visitor_team_score': 108}",40:13,0,3,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",41,10,2,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",5
9077751,1,2,11,40.0,5,2,70.6,17,12,90.9,11,10,"{'id': 473906, 'date': '2021-12-26T00:00:00.000Z', 'home_team_id': 30, 'home_team_score': 96, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 23, 'visitor_team_score': 117}",30:39,2,1,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",36,13,1,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",1
10071792,6,1,11,0.0,3,0,40.7,27,11,62.5,8,5,"{'id': 474183, 'date': '2022-02-02T00:00:00.000Z', 'home_team_id': 23, 'home_team_score': 103, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 30, 'visitor_team_score': 106}",35:07,3,3,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",27,14,1,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",0
10674315,5,0,7,0.0,4,0,50.0,14,7,88.9,9,8,"{'id': 474361, 'date': '2022-03-04T00:00:00.000Z', 'home_team_id': 23, 'home_team_score': 125, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 6, 'visitor_team_score': 119}",36:07,2,4,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",22,9,2,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",2
10969353,5,0,12,33.3,3,1,68.4,19,13,80.0,10,8,"{'id': 474446, 'date': '2022-03-16T00:00:00.000Z', 'home_team_id': 6, 'home_team_score': 114, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 23, 'visitor_team_score': 118}",34:30,5,3,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",35,17,0,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",3
10494908,3,0,10,60.0,5,3,55.6,18,10,84.6,13,11,"{'id': 474306, 'date': '2022-02-25T00:00:00.000Z', 'home_team_id': 18, 'home_team_score': 102, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 23, 'visitor_team_score': 133}",31:21,0,3,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",34,10,1,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",2
11260606,2,2,8,20.0,5,1,51.9,27,14,66.7,12,8,"{'id': 474525, 'date': '2022-03-27T00:00:00.000Z', 'home_team_id': 24, 'home_team_score': 114, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 23, 'visitor_team_score': 104}",37:34,7,2,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",37,15,3,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",4
11377478,3,2,15,50.0,2,1,57.9,19,11,87.5,16,14,"{'id': 474556, 'date': '2022-03-31T00:00:00.000Z', 'home_team_id': 9, 'home_team_score': 102, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 23, 'visitor_team_score': 94}",36:32,0,4,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",37,15,1,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",7
9020018,2,2,8,100.0,2,2,35.3,17,6,90.0,10,9,"{'id': 473886, 'date': '2021-12-23T00:00:00.000Z', 'home_team_id': 23, 'home_team_score': 96, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 1, 'visitor_team_score': 98}",35:31,2,1,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",23,10,1,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",2
9462094,6,2,4,0.0,1,0,56.2,16,9,100.0,13,13,"{'id': 474117, 'date': '2022-01-24T00:00:00.000Z', 'home_team_id': 11, 'home_team_score': 91, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 23, 'visitor_team_score': 111}",26:24,4,3,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",31,8,1,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",2
9921680,7,2,8,0.0,5,0,45.0,20,9,61.5,13,8,"{'id': 474142, 'date': '2022-01-27T00:00:00.000Z', 'home_team_id': 23, 'home_team_score': 105, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 14, 'visitor_team_score': 87}",34:39,1,2,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",26,9,1,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",4
10221581,3,0,11,25.0,8,2,52.0,25,13,100.0,6,6,"{'id': 474223, 'date': '2022-02-08T00:00:00.000Z', 'home_team_id': 23, 'home_team_score': 109, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 24, 'visitor_team_score': 114}",32:31,1,3,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",34,12,3,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",2
10706531,2,0,10,0.0,6,0,26.7,15,4,100.0,14,14,"{'id': 474363, 'date': '2022-03-05T00:00:00.000Z', 'home_team_id': 16, 'home_team_score': 99, 'period': 4, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 23, 'visitor_team_score': 82}",36:09,5,3,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",22,15,2,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",4
10907700,7,2,12,40.0,5,2,32.1,28,9,88.2,17,15,"{'id': 474424, 'date': '2022-03-13T00:00:00.000Z', 'home_team_id': 22, 'home_team_score': 114, 'period': 5, 'postseason': False, 'season': 2021, 'status': 'Final', 'time': '', 'visitor_team_id': 23, 'visitor_team_score': 116}",41:17,4,1,"{'id': 145, 'first_name': 'Joel', 'height_feet': 7, 'height_inches': 0, 'last_name': 'Embiid', 'position': 'F-C', 'team_id': 23, 'weight_pounds': 250}",35,16,1,"{'id': 23, 'abbreviation': 'PHI', 'city': 'Philadelphia', 'conference': 'East', 'division': 'Atlantic', 'full_name': 'Philadelphia 76ers', 'name': '76ers'}",2
