,Date,Tm,Home_Away,Opp,R,RA,W-L,Rank,GB,D/N,Streak
15,"Wednesday, Apr 17",WSN,@,MIA,6.0,1.0,9-6,2.0,3.5,N,1
16,"Friday, Apr 19",WSN,@,NYM,1.0,7.0,9-7,2.0,4.0,N,-1
17,"Saturday, Apr 20",WSN,@,NYM,7.0,6.0,10-7,2.0,3.0,D,1
18,"Sunday, Apr 21",WSN,@,NYM,0.0,2.0,10-8,2.0,3.0,D,-1
19,"Monday, Apr 22",WSN,Home,STL,2.0,3.0,10-9,2.0,3.5,N,-2
20,"Tuesday, Apr 23",WSN,Home,STL,0.0,2.0,10-10,2.0,5.0,N,-3
21,"Wednesday, Apr 24",WSN,Home,STL,2.0,4.0,10-11,3.0,5.0,D,-4
22,"Thursday, Apr 25",WSN,Home,CIN,8.0,1.0,11-11,2.0,4.5,N,1
23,"Friday, Apr 26",WSN,Home,CIN,1.0,0.0,12-11,2.0,3.5,N,2
24,"Saturday, Apr 27",WSN,Home,CIN,6.0,3.0,13-11,2.0,2.5,D,3
25,"Sunday, Apr 28",WSN,Home,CIN,2.0,5.0,13-12,2.0,2.5,D,-1
26,"Monday, Apr 29",WSN,@,ATL,2.0,3.0,13-13,2.0,3.5,N,-2
27,"Tuesday, Apr 30",WSN,@,ATL,1.0,8.0,13-14,2.0,4.5,N,-3
28,"Wednesday, May 1",WSN,@,ATL,2.0,0.0,14-14,2.0,3.5,N,1
29,"Thursday, May 2",WSN,@,ATL,3.0,1.0,15-14,2.0,2.5,N,2
30,"Friday, May 3",WSN,@,PIT,1.0,3.0,15-15,2.0,2.5,N,-1
31,"Saturday, May 4",WSN,@,PIT,5.0,4.0,16-15,2.0,2.0,D,1
32,"Sunday, May 5",WSN,@,PIT,6.0,2.0,17-15,2.0,2.0,D,2
33,"Wednesday, May 8",WSN,Home,DET,3.0,1.0,18-15,2.0,2.0,N,3
34,"Thursday, May 9",WSN,Home,DET,5.0,4.0,19-15,2.0,2.0,D,4
35,"Friday, May 10",WSN,Home,CHC,7.0,3.0,20-15,2.0,1.0,N,5
36,"Saturday, May 11",WSN,Home,CHC,2.0,8.0,20-16,2.0,1.0,D,-1
37,"Sunday, May 12",WSN,Home,CHC,1.0,2.0,20-17,2.0,1.0,D,-2
38,"Monday, May 13",WSN,@,LAD,6.0,2.0,21-17,2.0,1.0,N,1
39,"Tuesday, May 14",WSN,@,LAD,0.0,2.0,21-18,2.0,1.0,N,-1
40,"Wednesday, May 15",WSN,@,LAD,1.0,3.0,21-19,2.0,1.0,N,-2
41,"Thursday, May 16",WSN,@,SDP,6.0,2.0,22-19,2.0,0.5,N,1
42,"Friday, May 17",WSN,@,SDP,6.0,5.0,23-19,2.0,0.5,N,2
43,"Saturday, May 18",WSN,@,SDP,1.0,2.0,23-20,2.0,1.5,N,-1
44,"Sunday, May 19",WSN,@,SDP,4.0,13.0,23-21,2.0,2.5,D,-2
45,"Monday, May 20",WSN,@,SFG,0.0,8.0,23-22,2.0,3.5,N,-3
46,"Tuesday, May 21",WSN,@,SFG,2.0,4.0,23-23,2.0,4.5,N,-4
47,"Wednesday, May 22",WSN,@,SFG,2.0,1.0,24-23,2.0,4.5,D,1
48,"Friday, May 24",WSN,Home,PHI,5.0,2.0,25-23,2.0,4.5,N,2
49,"Saturday, May 25",WSN,Home,PHI,3.0,5.0,25-24,2.0,5.5,N,-1
50,"Sunday, May 26",WSN,Home,PHI,6.0,1.0,26-24,2.0,4.5,D,1
51,"Monday, May 27",WSN,Home,BAL,2.0,6.0,26-25,2.0,4.5,D,-1
52,"Tuesday, May 28",WSN,Home,BAL,9.0,3.0,27-25,2.0,4.5,N,1
53,"Wednesday, May 29",WSN,@,BAL,6.0,9.0,27-26,2.0,4.5,N,-1
54,"Thursday, May 30",WSN,@,BAL,0.0,2.0,27-27,2.0,5.5,N,-2
55,"Friday, May 31",WSN,@,ATL,3.0,2.0,28-27,2.0,4.5,N,1
56,"Saturday, Jun 1",WSN,@,ATL,1.0,2.0,28-28,2.0,5.5,N,-1
57,"Sunday, Jun 2",WSN,@,ATL,3.0,6.0,28-29,2.0,6.5,D,-2
58,"Tuesday, Jun 4",WSN,Home,NYM,3.0,2.0,29-29,2.0,7.0,N,1
59,"Wednesday, Jun 5",WSN,Home,NYM,1.0,10.0,29-30,3.0,8.0,N,-1
60,"Saturday, Jun 8",WSN,Home,MIN,3.0,4.0,29-31,3.0,8.0,D,-2
61,"Sunday, Jun 9 (1)",WSN,Home,MIN,7.0,0.0,30-31,2.0,7.5,D,1
62,"Sunday, Jun 9 (2)",WSN,Home,MIN,5.0,4.0,31-31,2.0,7.5,N,2
63,"Tuesday, Jun 11",WSN,@,COL,3.0,8.0,31-32,2.0,7.0,N,-1
64,"Wednesday, Jun 12",WSN,@,COL,5.0,1.0,32-32,2.0,6.0,N,1
65,"Thursday, Jun 13",WSN,@,COL,5.0,4.0,33-32,2.0,5.5,D,2
66,"Friday, Jun 14",WSN,@,CLE,1.0,2.0,33-33,2.0,5.5,N,-1
67,"Saturday, Jun 15",WSN,@,CLE,7.0,6.0,34-33,2.0,5.5,N,1
68,"Sunday, Jun 16",WSN,@,CLE,0.0,2.0,34-34,2.0,6.5,D,-1
