,Date,Tm,Home_Away,Opp,R,RA,W-L,Rank,GB,D/N,Streak
89,"Saturday, Jul 15",DET,Home,TOR,11.0,1.0,40-49,4.0,7.0,N,1
90,"Sunday, Jul 16",DET,Home,TOR,6.0,5.0,41-49,4.0,6.0,D,2
91,"Monday, Jul 17",DET,@,KCR,10.0,2.0,42-49,4.0,6.0,N,3
92,"Tuesday, Jul 18",DET,@,KCR,9.0,3.0,43-49,4.0,5.0,N,4
93,"Wednesday, Jul 19",DET,@,KCR,3.0,4.0,43-50,4.0,5.0,N,-1
94,"Thursday, Jul 20",DET,@,KCR,4.0,16.0,43-51,4.0,5.5,N,-2
95,"Friday, Jul 21",DET,@,MIN,6.0,3.0,44-51,4.0,5.5,N,1
96,"Saturday, Jul 22",DET,@,MIN,5.0,6.0,44-52,4.0,6.5,N,-1
97,"Sunday, Jul 23",DET,@,MIN,9.0,6.0,45-52,4.0,6.5,D,1
98,"Monday, Jul 24",DET,Home,KCR,3.0,5.0,45-53,4.0,7.5,N,-1
99,"Tuesday, Jul 25",DET,Home,KCR,1.0,3.0,45-54,4.0,8.5,N,-2
100,"Wednesday, Jul 26",DET,Home,KCR,2.0,16.0,45-55,4.0,9.5,N,-3
101,"Friday, Jul 28",DET,Home,HOU,5.0,6.0,45-56,4.0,11.0,N,-4
102,"Saturday, Jul 29",DET,Home,HOU,5.0,3.0,46-56,4.0,11.0,N,1
103,"Sunday, Jul 30",DET,Home,HOU,13.0,1.0,47-56,4.0,10.0,D,2
104,"Monday, Jul 31",DET,@,NYY,3.0,7.0,47-57,4.0,10.0,N,-1
105,"Tuesday, Aug 1",DET,@,NYY,4.0,3.0,48-57,4.0,9.0,N,1
106,"Wednesday, Aug 2",DET,@,NYY,2.0,0.0,49-57,4.0,8.5,D,2
107,"Thursday, Aug 3",DET,@,BAL,7.0,5.0,50-57,4.0,8.5,N,3
108,"Friday, Aug 4",DET,@,BAL,5.0,2.0,51-57,4.0,8.5,N,4
109,"Saturday, Aug 5",DET,@,BAL,2.0,5.0,51-58,4.0,8.5,N,-1
110,"Sunday, Aug 6",DET,@,BAL,3.0,12.0,51-59,4.0,8.5,D,-2
111,"Monday, Aug 7",DET,@,PIT,0.0,3.0,51-60,4.0,9.0,N,-3
112,"Tuesday, Aug 8",DET,@,PIT,3.0,6.0,51-61,4.0,10.0,N,-4
113,"Wednesday, Aug 9",DET,Home,PIT,10.0,0.0,52-61,4.0,9.0,N,1
114,"Thursday, Aug 10",DET,Home,PIT,5.0,7.0,52-62,4.0,9.0,D,-1
115,"Friday, Aug 11",DET,Home,MIN,4.0,9.0,52-63,4.0,10.0,N,-2
116,"Saturday, Aug 12",DET,Home,MIN,12.0,11.0,53-63,4.0,10.0,N,1
117,"Sunday, Aug 13",DET,Home,MIN,4.0,6.0,53-64,4.0,11.0,D,-1
118,"Monday, Aug 14",DET,@,TEX,2.0,6.0,53-65,4.0,12.0,N,-2
119,"Tuesday, Aug 15",DET,@,TEX,4.0,10.0,53-66,4.0,13.0,N,-3
120,"Wednesday, Aug 16",DET,@,TEX,6.0,12.0,53-67,4.0,13.5,N,-4
121,"Friday, Aug 18",DET,Home,LAD,5.0,8.0,53-68,4.0,14.5,N,-5
122,"Saturday, Aug 19",DET,Home,LAD,0.0,3.0,53-69,4.0,15.5,D,-6
123,"Sunday, Aug 20",DET,Home,LAD,6.0,1.0,54-69,4.0,14.5,D,1
124,"Tuesday, Aug 22",DET,Home,NYY,4.0,13.0,54-70,4.0,15.0,N,-1
125,"Wednesday, Aug 23",DET,Home,NYY,2.0,10.0,54-71,4.0,15.0,N,-2
126,"Thursday, Aug 24",DET,Home,NYY,10.0,6.0,55-71,4.0,15.0,D,1
