,Date,Tm,Home_Away,Opp,R,RA,W-L,Rank,GB,D/N,Streak
55,"Tuesday, May 29",KCR,Home,MIN,2.0,1.0,19-36,4.0,10.0,N,1
56,"Wednesday, May 30",KCR,Home,MIN,11.0,8.0,20-36,4.0,10.0,N,2
57,"Friday, Jun 1",KCR,Home,OAK,0.0,16.0,20-37,4.0,10.5,N,-1
58,"Saturday, Jun 2",KCR,Home,OAK,5.0,4.0,21-37,4.0,9.5,D,1
59,"Sunday, Jun 3",KCR,Home,OAK,1.0,5.0,21-38,4.0,9.5,D,-1
60,"Monday, Jun 4",KCR,@,LAA,6.0,9.0,21-39,4.0,10.0,N,-2
61,"Tuesday, Jun 5",KCR,@,LAA,0.0,1.0,21-40,4.0,11.0,N,-3
62,"Wednesday, Jun 6",KCR,@,LAA,3.0,4.0,21-41,5.0,12.0,N,-4
63,"Thursday, Jun 7",KCR,@,OAK,1.0,4.0,21-42,5.0,12.5,N,-5
64,"Friday, Jun 8",KCR,@,OAK,2.0,7.0,21-43,5.0,13.5,N,-6
65,"Saturday, Jun 9",KCR,@,OAK,2.0,0.0,22-43,5.0,12.5,D,1
66,"Sunday, Jun 10",KCR,@,OAK,2.0,3.0,22-44,5.0,13.5,D,-1
67,"Tuesday, Jun 12",KCR,Home,CIN,1.0,5.0,22-45,5.0,14.0,N,-2
68,"Wednesday, Jun 13",KCR,Home,CIN,0.0,7.0,22-46,5.0,14.0,N,-3
69,"Friday, Jun 15",KCR,Home,HOU,3.0,7.0,22-47,5.0,14.5,N,-4
70,"Saturday, Jun 16",KCR,Home,HOU,2.0,10.0,22-48,5.0,14.5,D,-5
71,"Sunday, Jun 17",KCR,Home,HOU,4.0,7.0,22-49,5.0,15.5,D,-6
72,"Monday, Jun 18",KCR,Home,TEX,3.0,6.0,22-50,5.0,16.5,N,-7
73,"Tuesday, Jun 19",KCR,Home,TEX,1.0,4.0,22-51,5.0,17.5,N,-8
74,"Wednesday, Jun 20",KCR,Home,TEX,2.0,3.0,22-52,5.0,18.5,N,-9
75,"Friday, Jun 22",KCR,@,HOU,1.0,0.0,23-52,5.0,18.5,N,1
76,"Saturday, Jun 23",KCR,@,HOU,3.0,4.0,23-53,5.0,19.5,N,-1
77,"Sunday, Jun 24",KCR,@,HOU,3.0,11.0,23-54,5.0,20.5,D,-2
78,"Monday, Jun 25",KCR,Home,LAA,2.0,0.0,24-54,5.0,19.5,D,1
79,"Tuesday, Jun 26",KCR,@,MIL,1.0,5.0,24-55,5.0,19.5,N,-1
80,"Wednesday, Jun 27",KCR,@,MIL,5.0,4.0,25-55,5.0,19.5,D,1
81,"Friday, Jun 29",KCR,@,SEA,1.0,4.0,25-56,5.0,19.5,N,-1
82,"Saturday, Jun 30",KCR,@,SEA,4.0,6.0,25-57,5.0,19.5,N,-2
83,"Sunday, Jul 1",KCR,@,SEA,0.0,1.0,25-58,5.0,20.5,D,-3
84,"Monday, Jul 2",KCR,Home,CLE,3.0,9.0,25-59,5.0,21.5,N,-4
85,"Tuesday, Jul 3",KCR,Home,CLE,4.0,6.0,25-60,5.0,22.5,N,-5
86,"Wednesday, Jul 4",KCR,Home,CLE,2.0,3.0,25-61,5.0,23.5,N,-6
87,"Friday, Jul 6",KCR,Home,BOS,5.0,10.0,25-62,5.0,24.5,N,-7
88,"Saturday, Jul 7",KCR,Home,BOS,4.0,15.0,25-63,5.0,24.5,N,-8
89,"Sunday, Jul 8",KCR,Home,BOS,4.0,7.0,25-64,5.0,24.5,D,-9
90,"Monday, Jul 9",KCR,@,MIN,1.0,3.0,25-65,5.0,24.5,N,-10
91,"Tuesday, Jul 10",KCR,@,MIN,9.0,4.0,26-65,5.0,23.5,N,1
92,"Wednesday, Jul 11",KCR,@,MIN,5.0,8.0,26-66,5.0,24.5,D,-1
93,"Friday, Jul 13",KCR,@,CHW,6.0,9.0,26-67,5.0,25.0,N,-2
94,"Saturday, Jul 14",KCR,@,CHW,5.0,0.0,27-67,5.0,24.0,D,1
95,"Sunday, Jul 15",KCR,@,CHW,1.0,10.0,27-68,5.0,25.0,D,-1
96,"Friday, Jul 20",KCR,Home,MIN,6.0,5.0,28-68,5.0,25.0,N,1
97,"Saturday, Jul 21",KCR,Home,MIN,4.0,2.0,29-68,5.0,25.0,N,2
98,"Sunday, Jul 22",KCR,Home,MIN,5.0,3.0,30-68,5.0,24.0,D,3
99,"Monday, Jul 23",KCR,Home,DET,4.0,5.0,30-69,5.0,24.0,N,-1
100,"Tuesday, Jul 24",KCR,Home,DET,5.0,4.0,31-69,5.0,23.0,N,1
101,"Wednesday, Jul 25",KCR,Home,DET,4.0,8.0,31-70,5.0,24.0,D,-1
102,"Thursday, Jul 26",KCR,@,NYY,2.0,7.0,31-71,5.0,24.5,N,-2
103,"Saturday, Jul 28 (1)",KCR,@,NYY,10.0,5.0,32-71,5.0,24.5,D,1
104,"Saturday, Jul 28 (2)",KCR,@,NYY,4.0,5.0,32-72,5.0,24.5,N,-1
105,"Sunday, Jul 29",KCR,@,NYY,3.0,6.0,32-73,5.0,25.5,D,-2
106,"Tuesday, Jul 31",KCR,@,CHW,4.0,2.0,33-73,5.0,25.0,N,1
107,"Wednesday, Aug 1",KCR,@,CHW,10.0,5.0,34-73,5.0,25.0,N,2
108,"Thursday, Aug 2",KCR,@,CHW,4.0,6.0,34-74,5.0,25.5,D,-1
109,"Friday, Aug 3",KCR,@,MIN,4.0,6.0,34-75,5.0,25.5,N,-2
110,"Saturday, Aug 4",KCR,@,MIN,2.0,8.0,34-76,5.0,26.5,N,-3
