,Date,Tm,Home_Away,Opp,R,RA,W-L,Rank,GB,D/N,Streak
57,"Sunday, Jun 6",ATL,Home,LAD,4.0,2.0,28-29,2.0,4.0,D,2
58,"Tuesday, Jun 8",ATL,@,PHI,9.0,5.0,29-29,2.0,3.0,N,3
59,"Wednesday, Jun 9",ATL,@,PHI,1.0,2.0,29-30,2.0,4.0,N,-1
60,"Thursday, Jun 10",ATL,@,PHI,3.0,4.0,29-31,3.0,4.5,D,-2
61,"Friday, Jun 11",ATL,@,MIA,3.0,4.0,29-32,3.0,5.5,N,-3
62,"Saturday, Jun 12",ATL,@,MIA,2.0,4.0,29-33,3.0,6.5,D,-4
63,"Sunday, Jun 13",ATL,@,MIA,6.0,4.0,30-33,3.0,5.5,D,1
64,"Tuesday, Jun 15",ATL,Home,BOS,8.0,10.0,30-34,3.0,7.0,N,-1
65,"Wednesday, Jun 16",ATL,Home,BOS,8.0,10.0,30-35,3.0,8.0,N,-2
66,"Thursday, Jun 17",ATL,Home,STL,4.0,0.0,31-35,3.0,7.0,N,1
67,"Friday, Jun 18",ATL,Home,STL,9.0,1.0,32-35,3.0,6.0,N,2
68,"Sunday, Jun 20 (1)",ATL,Home,STL,1.0,9.0,32-36,3.0,5.5,D,-1
69,"Sunday, Jun 20 (2)",ATL,Home,STL,1.0,0.0,33-36,3.0,5.5,N,1
70,"Monday, Jun 21 (1)",ATL,@,NYM,2.0,4.0,33-37,3.0,5.5,N,-1
71,"Monday, Jun 21 (2)",ATL,@,NYM,1.0,0.0,34-37,3.0,5.5,N,1
72,"Tuesday, Jun 22",ATL,@,NYM,3.0,0.0,35-37,2.0,4.5,N,2
73,"Wednesday, Jun 23",ATL,@,NYM,3.0,7.0,35-38,3.0,5.5,N,-1
74,"Thursday, Jun 24",ATL,@,CIN,3.0,5.0,35-39,4.0,6.0,N,-2
75,"Friday, Jun 25",ATL,@,CIN,3.0,2.0,36-39,3.0,5.5,N,1
76,"Saturday, Jun 26",ATL,@,CIN,1.0,4.0,36-40,3.0,6.5,D,-1
77,"Sunday, Jun 27",ATL,@,CIN,4.0,0.0,37-40,3.0,5.5,D,1
78,"Tuesday, Jun 29",ATL,Home,NYM,3.0,4.0,37-41,4.0,6.0,N,-1
79,"Wednesday, Jun 30",ATL,Home,NYM,20.0,2.0,38-41,3.0,5.0,N,1
80,"Thursday, Jul 1",ATL,Home,NYM,4.0,3.0,39-41,3.0,4.0,N,2
81,"Friday, Jul 2",ATL,Home,MIA,1.0,0.0,40-41,3.0,3.5,N,3
82,"Saturday, Jul 3",ATL,Home,MIA,2.0,3.0,40-42,3.0,4.5,D,-1
83,"Sunday, Jul 4",ATL,Home,MIA,8.0,7.0,41-42,2.0,4.0,D,1
84,"Monday, Jul 5",ATL,@,PIT,1.0,11.0,41-43,3.0,5.0,N,-1
85,"Tuesday, Jul 6",ATL,@,PIT,1.0,2.0,41-44,4.0,5.5,N,-2
86,"Wednesday, Jul 7",ATL,@,PIT,14.0,3.0,42-44,3.0,5.0,D,1
87,"Friday, Jul 9",ATL,@,MIA,5.0,0.0,43-44,2.0,5.0,N,2
88,"Saturday, Jul 10",ATL,@,MIA,5.0,4.0,44-44,2.0,4.5,D,3
89,"Sunday, Jul 11",ATL,@,MIA,4.0,7.0,44-45,3.0,4.5,D,-1
90,"Friday, Jul 16",ATL,Home,TBR,6.0,7.0,44-46,3.0,4.5,N,-2
91,"Saturday, Jul 17",ATL,Home,TBR,9.0,0.0,45-46,3.0,3.5,N,1
92,"Sunday, Jul 18",ATL,Home,TBR,5.0,7.0,45-47,3.0,4.5,D,-1
93,"Tuesday, Jul 20",ATL,Home,SDP,2.0,1.0,46-47,3.0,4.0,N,1
94,"Wednesday, Jul 21 (1)",ATL,Home,SDP,2.0,3.0,46-48,3.0,5.5,D,-1
95,"Wednesday, Jul 21 (2)",ATL,Home,SDP,5.0,6.0,46-49,3.0,5.5,N,-2
96,"Thursday, Jul 22",ATL,@,PHI,7.0,2.0,47-49,3.0,5.0,N,1
97,"Friday, Jul 23",ATL,@,PHI,1.0,5.0,47-50,3.0,6.0,N,-1
98,"Saturday, Jul 24",ATL,@,PHI,15.0,3.0,48-50,3.0,5.0,N,1
99,"Sunday, Jul 25",ATL,@,PHI,1.0,2.0,48-51,3.0,6.0,D,-1
100,"Monday, Jul 26 (1)",ATL,@,NYM,2.0,0.0,49-51,3.0,6.0,N,1
101,"Monday, Jul 26 (2)",ATL,@,NYM,0.0,1.0,49-52,3.0,6.0,N,-1
102,"Tuesday, Jul 27",ATL,@,NYM,12.0,5.0,50-52,3.0,5.0,N,1
103,"Wednesday, Jul 28",ATL,@,NYM,1.0,2.0,50-53,3.0,6.0,N,-1
104,"Thursday, Jul 29",ATL,@,NYM,6.0,3.0,51-53,3.0,5.0,D,1
105,"Friday, Jul 30",ATL,Home,MIL,5.0,9.0,51-54,3.0,5.0,N,-1
106,"Saturday, Jul 31",ATL,Home,MIL,8.0,1.0,52-54,2.0,5.0,N,1
107,"Sunday, Aug 1",ATL,Home,MIL,1.0,2.0,52-55,3.0,5.0,D,-1
108,"Tuesday, Aug 3",ATL,@,STL,6.0,1.0,53-55,3.0,3.5,N,1
109,"Wednesday, Aug 4",ATL,@,STL,7.0,4.0,54-55,3.0,3.5,N,2
110,"Thursday, Aug 5",ATL,@,STL,8.0,4.0,55-55,3.0,2.5,N,3
111,"Friday, Aug 6",ATL,Home,WSN,8.0,4.0,56-55,3.0,1.5,N,4
112,"Saturday, Aug 7",ATL,Home,WSN,2.0,3.0,56-56,3.0,2.5,N,-1
113,"Sunday, Aug 8",ATL,Home,WSN,5.0,4.0,57-56,3.0,2.5,D,1
114,"Tuesday, Aug 10",ATL,Home,CIN,3.0,2.0,58-56,3.0,1.5,N,2
115,"Wednesday, Aug 11",ATL,Home,CIN,8.0,6.0,59-56,2.0,0.5,N,3
116,"Thursday, Aug 12",ATL,Home,CIN,3.0,12.0,59-57,3.0,1.5,N,-1
117,"Friday, Aug 13",ATL,@,WSN,4.0,2.0,60-57,3.0,0.5,N,1
118,"Saturday, Aug 14",ATL,@,WSN,12.0,2.0,61-57,2.0,0.5,N,2
119,"Sunday, Aug 15",ATL,@,WSN,6.0,5.0,62-57,1.0,up 0.5,D,3
120,"Monday, Aug 16",ATL,@,MIA,12.0,2.0,63-57,1.0,up 1.0,N,4
121,"Tuesday, Aug 17",ATL,@,MIA,2.0,0.0,64-57,1.0,up 2.0,N,5
122,"Wednesday, Aug 18",ATL,@,MIA,11.0,9.0,65-57,1.0,up 3.0,N,6
123,"Friday, Aug 20",ATL,@,BAL,3.0,0.0,66-57,1.0,up 3.5,N,7
124,"Saturday, Aug 21",ATL,@,BAL,5.0,4.0,67-57,1.0,up 4.5,N,8
125,"Sunday, Aug 22",ATL,@,BAL,3.0,1.0,68-57,1.0,up 4.5,D,9
126,"Monday, Aug 23",ATL,Home,NYY,1.0,5.0,68-58,1.0,up 4.0,N,-1
127,"Tuesday, Aug 24",ATL,Home,NYY,4.0,5.0,68-59,1.0,up 4.0,N,-2
128,"Friday, Aug 27",ATL,Home,SFG,6.0,5.0,69-59,1.0,up 5.0,N,1
129,"Saturday, Aug 28",ATL,Home,SFG,0.0,5.0,69-60,1.0,up 4.0,N,-1
130,"Sunday, Aug 29",ATL,Home,SFG,9.0,0.0,70-60,1.0,up 4.0,D,1
131,"Monday, Aug 30",ATL,@,LAD,3.0,5.0,70-61,1.0,up 3.0,N,-1
132,"Tuesday, Aug 31",ATL,@,LAD,2.0,3.0,70-62,1.0,up 2.0,N,-2
133,"Wednesday, Sep 1",ATL,@,LAD,3.0,4.0,70-63,1.0,up 1.5,N,-3
134,"Thursday, Sep 2",ATL,@,COL,6.0,5.0,71-63,1.0,up 1.5,N,1
135,"Friday, Sep 3",ATL,@,COL,3.0,4.0,71-64,1.0,up 1.5,N,-1
136,"Saturday, Sep 4",ATL,@,COL,6.0,7.0,71-65,1.0,up 1.5,N,-2
137,"Sunday, Sep 5",ATL,@,COL,9.0,2.0,72-65,1.0,up 1.5,D,1
138,"Tuesday, Sep 7",ATL,Home,WSN,8.0,5.0,73-65,1.0,up 2.0,N,2
139,"Wednesday, Sep 8",ATL,Home,WSN,2.0,4.0,73-66,1.0,up 2.0,N,-1
140,"Thursday, Sep 9",ATL,Home,WSN,7.0,6.0,74-66,1.0,up 3.0,N,1
141,"Friday, Sep 10",ATL,Home,MIA,6.0,2.0,75-66,1.0,up 4.0,N,2
142,"Saturday, Sep 11",ATL,Home,MIA,4.0,6.0,75-67,1.0,up 3.0,N,-1
143,"Sunday, Sep 12",ATL,Home,MIA,5.0,3.0,76-67,1.0,up 4.0,D,1
144,"Tuesday, Sep 14",ATL,Home,COL,4.0,5.0,76-68,1.0,up 4.0,N,-1
145,"Wednesday, Sep 15",ATL,Home,COL,2.0,3.0,76-69,1.0,up 3.0,N,-2
146,"Friday, Sep 17",ATL,@,SFG,5.0,6.0,76-70,1.0,up 1.5,N,-3
147,"Saturday, Sep 18",ATL,@,SFG,0.0,2.0,76-71,1.0,up 0.5,N,-4
148,"Sunday, Sep 19",ATL,@,SFG,3.0,0.0,77-71,1.0,up 1.5,D,1
149,"Monday, Sep 20",ATL,@,ARI,11.0,4.0,78-71,1.0,up 2.5,N,2
150,"Tuesday, Sep 21",ATL,@,ARI,6.0,1.0,79-71,1.0,up 2.5,N,3
151,"Wednesday, Sep 22",ATL,@,ARI,9.0,2.0,80-71,1.0,up 2.5,N,4
152,"Thursday, Sep 23",ATL,@,ARI,4.0,6.0,80-72,1.0,up 1.5,D,-1
153,"Friday, Sep 24",ATL,@,SDP,4.0,0.0,81-72,1.0,up 1.5,N,1
154,"Saturday, Sep 25",ATL,@,SDP,10.0,8.0,82-72,1.0,up 1.5,D,2
155,"Sunday, Sep 26",ATL,@,SDP,4.0,3.0,83-72,1.0,up 2.5,D,3
156,"Tuesday, Sep 28",ATL,Home,PHI,2.0,1.0,84-72,1.0,up 3.5,N,4
157,"Wednesday, Sep 29",ATL,Home,PHI,7.0,2.0,85-72,1.0,up 4.5,N,5
158,"Thursday, Sep 30",ATL,Home,PHI,5.0,3.0,86-72,1.0,up 5.5,N,6
159,"Friday, Oct 1",ATL,Home,NYM,3.0,4.0,86-73,1.0,up 4.5,N,-1
160,"Saturday, Oct 2",ATL,Home,NYM,6.0,5.0,87-73,1.0,up 5.5,N,1
161,"Sunday, Oct 3",ATL,Home,NYM,5.0,0.0,88-73,1.0,up 6.5,D,2
