,Date,Tm,Home_Away,Opp,R,RA,W-L,Rank,GB,D/N,Streak
59,"Wednesday, Jun 9",TOR,@,CHW,6.0,2.0,31-28,4.0,6.0,N,1.0
60,"Thursday, Jun 10",TOR,@,CHW,2.0,5.0,31-29,4.0,6.5,N,-1.0
61,"Friday, Jun 11",TOR,@,BOS,5.0,6.0,31-30,4.0,7.5,N,-2.0
62,"Saturday, Jun 12",TOR,@,BOS,7.0,2.0,32-30,3.0,7.5,D,1.0
63,"Sunday, Jun 13",TOR,@,BOS,18.0,4.0,33-30,3.0,7.5,D,2.0
64,"Monday, Jun 14",TOR,@,BOS,1.0,2.0,33-31,3.0,8.5,N,-1.0
65,"Tuesday, Jun 15",TOR,Home,NYY,5.0,6.0,33-32,4.0,8.5,N,-2.0
66,"Wednesday, Jun 16",TOR,Home,NYY,2.0,3.0,33-33,4.0,8.5,N,-3.0
67,"Thursday, Jun 17",TOR,Home,NYY,4.0,8.0,33-34,4.0,8.5,N,-4.0
68,"Friday, Jun 18",TOR,@,BAL,1.0,7.0,33-35,4.0,8.5,N,-5.0
69,"Saturday, Jun 19",TOR,@,BAL,10.0,7.0,34-35,4.0,8.0,D,1.0
70,"Sunday, Jun 20",TOR,@,BAL,7.0,4.0,35-35,4.0,7.0,D,2.0
71,"Tuesday, Jun 22",TOR,@,MIA,2.0,1.0,36-35,4.0,7.0,N,3.0
72,"Wednesday, Jun 23",TOR,@,MIA,3.0,1.0,37-35,4.0,6.0,N,4.0
73,"Thursday, Jun 24",TOR,Home,BAL,9.0,0.0,38-35,4.0,5.5,N,5.0
74,"Friday, Jun 25",TOR,Home,BAL,5.0,6.0,38-36,4.0,6.5,N,-1.0
75,"Saturday, Jun 26",TOR,Home,BAL,12.0,4.0,39-36,4.0,6.5,D,1.0
76,"Sunday, Jun 27",TOR,Home,BAL,5.0,2.0,40-36,3.0,6.0,D,2.0
77,"Tuesday, Jun 29",TOR,Home,SEA,9.0,3.0,41-36,3.0,6.5,N,3.0
78,"Wednesday, Jun 30",TOR,Home,SEA,7.0,9.0,41-37,3.0,7.5,N,-1.0
79,"Thursday, Jul 1",TOR,Home,SEA,2.0,7.0,41-38,3.0,8.5,D,-2.0
80,"Friday, Jul 2",TOR,Home,TBR,11.0,1.0,42-38,3.0,8.5,N,1.0
81,"Saturday, Jul 3",TOR,Home,TBR,6.0,3.0,43-38,3.0,7.5,D,2.0
82,"Sunday, Jul 4",TOR,Home,TBR,1.0,5.0,43-39,3.0,8.5,D,-1.0
83,"Tuesday, Jul 6",TOR,@,BAL,5.0,7.0,43-40,3.0,9.0,N,-2.0
84,"Wednesday, Jul 7",TOR,@,BAL,10.0,2.0,44-40,3.0,8.0,N,1.0
85,"Friday, Jul 9",TOR,@,TBR,1.0,7.0,44-41,3.0,9.0,N,-1.0
86,"Saturday, Jul 10",TOR,@,TBR,2.0,5.0,44-42,4.0,9.0,D,-2.0
87,"Sunday, Jul 11",TOR,@,TBR,3.0,1.0,45-42,3.0,8.0,D,1.0
88,"Friday, Jul 16",TOR,Home,TEX,10.0,2.0,46-42,3.0,8.0,N,2.0
89,"Sunday, Jul 18 (1)",TOR,Home,TEX,5.0,0.0,47-42,3.0,6.0,D,3.0
90,"Sunday, Jul 18 (2)",TOR,Home,TEX,10.0,0.0,48-42,3.0,6.0,D,4.0
91,"Monday, Jul 19",TOR,Home,BOS,4.0,13.0,48-43,3.0,7.0,N,-1.0
92,"Wednesday, Jul 21",TOR,Home,BOS,4.0,7.0,48-44,4.0,8.0,N,-2.0
93,"Friday, Jul 23",TOR,@,NYM,0.0,3.0,48-45,4.0,9.5,N,-3.0
94,"Saturday, Jul 24",TOR,@,NYM,10.0,3.0,49-45,4.0,8.5,N,1.0
95,"Sunday, Jul 25",TOR,@,NYM,4.0,5.0,49-46,4.0,9.5,D,-1.0
96,"Monday, Jul 26",TOR,@,BOS,4.0,5.0,49-47,4.0,10.5,N,-2.0
97,"Wednesday, Jul 28 (1)",TOR,@,BOS,4.0,1.0,50-47,4.0,10.5,D,1.0
98,"Wednesday, Jul 28 (2)",TOR,@,BOS,1.0,4.0,50-48,4.0,10.5,N,-1.0
99,"Thursday, Jul 29",TOR,@,BOS,13.0,1.0,51-48,4.0,9.5,N,1.0
100,"Friday, Jul 30",TOR,Home,KCR,6.0,4.0,52-48,4.0,8.5,N,2.0
101,"Saturday, Jul 31",TOR,Home,KCR,4.0,0.0,53-48,4.0,8.0,D,3.0
102,"Sunday, Aug 1",TOR,Home,KCR,5.0,1.0,54-48,4.0,8.0,D,4.0
103,"Monday, Aug 2",TOR,Home,CLE,2.0,5.0,54-49,4.0,8.0,D,-1.0
104,"Tuesday, Aug 3",TOR,Home,CLE,7.0,2.0,55-49,4.0,7.0,N,1.0
105,"Wednesday, Aug 4",TOR,Home,CLE,8.0,6.0,56-49,4.0,7.0,N,2.0
106,"Thursday, Aug 5",TOR,Home,CLE,3.0,0.0,57-49,4.0,6.5,N,3.0
107,"Friday, Aug 6",TOR,Home,BOS,12.0,4.0,58-49,4.0,6.5,N,4.0
108,"Saturday, Aug 7 (1)",TOR,Home,BOS,1.0,0.0,59-49,4.0,7.0,D,5.0
109,"Saturday, Aug 7 (2)",TOR,Home,BOS,1.0,2.0,59-50,4.0,7.0,N,-1.0
110,"Sunday, Aug 8",TOR,Home,BOS,9.0,8.0,60-50,4.0,7.0,D,1.0
111,"Tuesday, Aug 10 (1)",TOR,@,LAA,3.0,6.0,60-51,4.0,7.5,D,-1.0
112,"Tuesday, Aug 10 (2)",TOR,@,LAA,4.0,0.0,61-51,4.0,7.5,N,1.0
113,"Wednesday, Aug 11",TOR,@,LAA,10.0,2.0,62-51,4.0,6.5,N,2.0
114,"Thursday, Aug 12",TOR,@,LAA,3.0,6.0,62-52,4.0,7.5,N,-1.0
115,"Friday, Aug 13",TOR,@,SEA,2.0,3.0,62-53,4.0,8.5,N,-2.0
116,"Saturday, Aug 14",TOR,@,SEA,3.0,9.0,62-54,4.0,8.5,N,-3.0
117,"Sunday, Aug 15",TOR,@,SEA,8.0,3.0,63-54,4.0,7.5,D,1.0
118,"Tuesday, Aug 17",TOR,@,WSN,6.0,12.0,63-55,4.0,9.0,N,-1.0
119,"Wednesday, Aug 18",TOR,@,WSN,5.0,8.0,63-56,4.0,10.0,D,-2.0
120,"Friday, Aug 20",TOR,Home,DET,1.0,4.0,63-57,4.0,10.5,N,-3.0
121,"Saturday, Aug 21",TOR,Home,DET,3.0,0.0,64-57,4.0,10.5,D,1.0
122,"Sunday, Aug 22",TOR,Home,DET,3.0,5.0,64-58,4.0,11.5,D,-1.0
123,"Monday, Aug 23",TOR,Home,CHW,2.0,1.0,65-58,4.0,11.0,N,1.0
124,"Tuesday, Aug 24",TOR,Home,CHW,2.0,5.0,65-59,4.0,12.0,N,-1.0
125,"Wednesday, Aug 25",TOR,Home,CHW,3.0,1.0,66-59,4.0,12.0,N,1.0
126,"Thursday, Aug 26",TOR,Home,CHW,7.0,10.0,66-60,4.0,12.5,D,-1.0
127,"Friday, Aug 27",TOR,@,DET,1.0,2.0,66-61,4.0,13.5,N,-2.0
128,"Saturday, Aug 28",TOR,@,DET,3.0,2.0,67-61,4.0,13.5,N,1.0
129,"Sunday, Aug 29",TOR,@,DET,2.0,1.0,68-61,4.0,13.5,D,2.0
130,"Monday, Aug 30",TOR,Home,BAL,7.0,3.0,69-61,4.0,13.5,N,3.0
131,"Tuesday, Aug 31",TOR,Home,BAL,2.0,4.0,69-62,4.0,14.5,N,-1.0
132,"Wednesday, Sep 1",TOR,Home,BAL,5.0,4.0,70-62,4.0,13.5,N,1.0
133,"Friday, Sep 3",TOR,Home,OAK,11.0,10.0,71-62,4.0,13.0,N,2.0
134,"Saturday, Sep 4",TOR,Home,OAK,10.0,8.0,72-62,4.0,13.0,D,3.0
135,"Sunday, Sep 5",TOR,Home,OAK,8.0,0.0,73-62,4.0,12.0,D,4.0
136,"Monday, Sep 6",TOR,@,NYY,8.0,0.0,74-62,4.0,12.0,D,5.0
137,"Tuesday, Sep 7",TOR,@,NYY,5.0,1.0,75-62,4.0,12.0,N,6.0
138,"Wednesday, Sep 8",TOR,@,NYY,6.0,3.0,76-62,4.0,11.0,N,7.0
139,"Thursday, Sep 9",TOR,@,NYY,6.0,4.0,77-62,4.0,10.5,N,8.0
140,"Friday, Sep 10",TOR,@,BAL,3.0,6.0,77-63,4.0,10.5,N,-1.0
141,"Saturday, Sep 11 (1)",TOR,@,BAL,11.0,10.0,78-63,3.0,10.0,D,1.0
142,"Saturday, Sep 11 (2)",TOR,@,BAL,11.0,2.0,79-63,3.0,10.0,N,2.0
143,"Sunday, Sep 12",TOR,@,BAL,22.0,7.0,80-63,2.0,9.0,D,3.0
144,"Monday, Sep 13",TOR,Home,TBR,8.0,1.0,81-63,2.0,8.0,N,4.0
145,"Tuesday, Sep 14",TOR,Home,TBR,0.0,2.0,81-64,2.0,9.0,N,-1.0
146,"Wednesday, Sep 15",TOR,Home,TBR,6.0,3.0,82-64,2.0,8.0,D,1.0
147,"Friday, Sep 17",TOR,Home,MIN,3.0,7.0,82-65,4.0,9.5,N,-1.0
148,"Saturday, Sep 18",TOR,Home,MIN,6.0,2.0,83-65,3.0,8.5,D,1.0
149,"Sunday, Sep 19",TOR,Home,MIN,5.0,3.0,84-65,3.0,7.5,D,2.0
150,"Monday, Sep 20",TOR,@,TBR,4.0,6.0,84-66,3.0,8.5,N,-1.0
151,"Tuesday, Sep 21",TOR,@,TBR,4.0,2.0,85-66,3.0,7.5,N,1.0
152,"Wednesday, Sep 22",TOR,@,TBR,1.0,7.0,85-67,4.0,8.5,D,-1.0
153,"Thursday, Sep 23",TOR,@,MIN,2.0,7.0,85-68,4.0,9.0,N,
154,"Friday, Sep 24",TOR,@,MIN,1.0,3.0,85-69,4.0,10.0,N,-3.0
155,"Saturday, Sep 25",TOR,@,MIN,6.0,1.0,86-69,4.0,10.0,N,1.0
156,"Sunday, Sep 26",TOR,@,MIN,5.0,2.0,87-69,4.0,10.0,D,2.0
157,"Tuesday, Sep 28",TOR,Home,NYY,2.0,7.0,87-70,4.0,10.0,N,-1.0
158,"Wednesday, Sep 29",TOR,Home,NYY,6.0,5.0,88-70,4.0,10.0,N,1.0
159,"Thursday, Sep 30",TOR,Home,NYY,2.0,6.0,88-71,4.0,10.0,N,-1.0
160,"Friday, Oct 1",TOR,Home,BAL,6.0,4.0,89-71,4.0,10.0,N,1.0
161,"Saturday, Oct 2",TOR,Home,BAL,10.0,1.0,90-71,4.0,10.0,D,2.0
162,"Sunday, Oct 3",TOR,Home,BAL,12.0,4.0,91-71,4.0,9.0,D,3.0
